url,state,city,address_slug,store_id,full_address,zip_code
https://locations.tacobell.com/ky/cave-city/800-mammouth-cave-st-.html,ky,cave-city,800-mammouth-cave-st-,040326,"800 Mammouth Cave St., Cave City, KY 42127",42127
https://locations.tacobell.com/md/fort-washington/9594-livingston-rd.html,md,fort-washington,9594-livingston-rd,040699,"9594 Livingston Rd, Fort Washington, MD 20744",20744
https://locations.tacobell.com/ky/owingsville/18-miller-scenic-view-drive.html,ky,owingsville,18-miller-scenic-view-drive,041495,"18 Miller Scenic View Drive, Owingsville, KY 40360",40360
https://locations.tacobell.com/ky/taylorsville/135-settlers-center-rd-.html,ky,taylorsville,135-settlers-center-rd-,041162,"135 Settlers Center Rd., Taylorsville, KY 40071",40071
https://locations.tacobell.com/ky/louisville/12609-taylorsville-rd.html,ky,louisville,12609-taylorsville-rd,041401,"12609 Taylorsville Rd, Louisville, KY 40299",12609
https://locations.tacobell.com/md/brandywine/15815-robert-crain-highway-sw.html,md,brandywine,15815-robert-crain-highway-sw,037815,"15815 Robert Crain Highway SW, Brandywine, MD 20613",15815
https://locations.tacobell.com/ma/allston/1222-commonwealth-ave.html,ma,allston,1222-commonwealth-ave,041634,"1222 Commonwealth Ave, Allston, MA 02134",02134
https://locations.tacobell.com/md/silver-spring/8662-colesville-road.html,md,silver-spring,8662-colesville-road,041067,"8662 Colesville Road, Silver Spring, MD 20910",20910
https://locations.tacobell.com/md/centreville/104-stella-ln.html,md,centreville,104-stella-ln,041012,"104 Stella Ln, Centreville, MD 21617",21617
https://locations.tacobell.com/md/elkton/312-east-pulaski-hwy-.html,md,elkton,312-east-pulaski-hwy-,041691,"312 East Pulaski Hwy., Elkton, MD 21921",21921
https://locations.tacobell.com/ky/louisville/2009-brownsboro-rd.html,ky,louisville,2009-brownsboro-rd,041311,"2009 Brownsboro Rd, Louisville, KY 40206",40206
https://locations.tacobell.com/la/rayne/1049-church-point-highway.html,la,rayne,1049-church-point-highway,034830,"1049 Church Point Highway, Rayne, LA 70578",70578
https://locations.tacobell.com/ma/taunton/700-county-street.html,ma,taunton,700-county-street,040880,"700 County Street, Taunton, MA 02780",02780
https://locations.tacobell.com/ky/falmouth/1321-w-shelby-st.html,ky,falmouth,1321-w-shelby-st,042081,"1321 W Shelby St, Falmouth, KY 41040",41040
https://locations.tacobell.com/la/many/225-san-antonio-ave.html,la,many,225-san-antonio-ave,041689,"225 San Antonio Ave, Many, LA 71449",71449
https://locations.tacobell.com/ma/hanover/1167-washington-street.html,ma,hanover,1167-washington-street,041822,"1167 Washington Street, Hanover, MA 02339",02339
https://locations.tacobell.com/ma/boston/1084-boylston-street.html,ma,boston,1084-boylston-street,042045,"1084 Boylston Street, Boston, MA 02215",02215
https://locations.tacobell.com/la/port-allen/3631-hwy-1-south.html,la,port-allen,3631-hwy-1-south,041954,"3631 Hwy 1 South, Port Allen, LA 70767",70767
https://locations.tacobell.com/ky/somerset/3013-s--highway-27.html,ky,somerset,3013-s--highway-27,041951,"3013 S. Highway 27, Somerset, KY 42503",42503
https://locations.tacobell.com/ma/springfield/464-breckwood-blvd.html,ma,springfield,464-breckwood-blvd,034829,"464 Breckwood Blvd, Springfield, MA 01109",01109
https://locations.tacobell.com/la/meraux/4212-east-judge-perez-drive.html,la,meraux,4212-east-judge-perez-drive,034246,"4212 East Judge Perez Drive, Meraux, LA 70075",70075
https://locations.tacobell.com/ky/crescent-springs/609-emily-drive.html,ky,crescent-springs,609-emily-drive,034236,"609 Emily Drive, Crescent Springs, KY 41017",41017
https://locations.tacobell.com/ky/louisa/100-falls-creek-drive.html,ky,louisa,100-falls-creek-drive,031766,"100 Falls Creek Drive, Louisa, KY 41230",41230
https://locations.tacobell.com/la/morgan-city/1079r-highway-90-e.html,la,morgan-city,1079r-highway-90-e,017489,"1079R Highway 90 E, Morgan City, LA 70380",70380
https://locations.tacobell.com/ky/crestwood/6521-veterans-memorial-pkwy.html,ky,crestwood,6521-veterans-memorial-pkwy,033935,"6521 Veterans Memorial Pkwy, Crestwood, KY 40014",40014
https://locations.tacobell.com/ky/hazard/105-black-gold-court.html,ky,hazard,105-black-gold-court,034770,"105 Black Gold Court, Hazard, KY 41701",41701
https://locations.tacobell.com/ma/athol/79-market-dr.html,ma,athol,79-market-dr,035333,"79 Market Dr, Athol, MA 01331",01331
https://locations.tacobell.com/ky/salyersville/357-e-mountain-parkway.html,ky,salyersville,357-e-mountain-parkway,035324,"357 E Mountain Parkway, Salyersville, KY 41465",41465
https://locations.tacobell.com/la/bossier-city/5500-airline-dr.html,la,bossier-city,5500-airline-dr,042215,"5500 Airline Dr, Bossier City, LA 71111",71111
https://locations.tacobell.com/la/denham-springs/27750-juban-rd.html,la,denham-springs,27750-juban-rd,036221,"27750 Juban Rd Suite A, Denham Springs, LA 70726",27750
https://locations.tacobell.com/md/elkton/260-belle-hill-road.html,md,elkton,260-belle-hill-road,G135761,"260 Belle Hill Road, Elkton, MD 21921",21921
https://locations.tacobell.com/la/new-roads/2300-false-river-drive.html,la,new-roads,2300-false-river-drive,036269,"2300 False River Drive, New Roads, LA 70760",70760
https://locations.tacobell.com/la/pineville/2399-hwy-28-east.html,la,pineville,2399-hwy-28-east,035186,"2399 Hwy 28 East, Pineville, LA 71360",71360
https://locations.tacobell.com/ky/pikeville/384-s-mayo-trail.html,ky,pikeville,384-s-mayo-trail,035299,"384 S Mayo Trail, Pikeville, KY 41501",41501
https://locations.tacobell.com/ma/boston/76-summer-street.html,ma,boston,76-summer-street,035162,"76 Summer Street, Boston, MA 02110",02110
https://locations.tacobell.com/md/dunkirk/10090-dunkirk-way.html,md,dunkirk,10090-dunkirk-way,039992,"10090 Dunkirk Way, Dunkirk, MD 20754",10090
https://locations.tacobell.com/md/bel-air/2203-jack-lane.html,md,bel-air,2203-jack-lane,034949,"2203 Jack Lane, Bel Air, MD 21015",21015
https://locations.tacobell.com/ma/fall-river/150-plymouth-ave.html,ma,fall-river,150-plymouth-ave,040881,"150 Plymouth Ave, Fall River, MA 02721",02721
https://locations.tacobell.com/la/plaquemine/24529-highway-1.html,la,plaquemine,24529-highway-1,036471,"24529 Highway 1, Plaquemine, LA 70764",24529
https://locations.tacobell.com/la/new-orleans/2169-robert-e--lee-boulevard.html,la,new-orleans,2169-robert-e--lee-boulevard,033498,"2169 Robert E. Lee Boulevard, New Orleans, LA 70122",70122
https://locations.tacobell.com/ma/worcester/418-park-ave.html,ma,worcester,418-park-ave,E685022,"418 Park Ave, Worcester, MA 01610",01610
https://locations.tacobell.com/ky/louisville/7420-westport-road.html,ky,louisville,7420-westport-road,036164,"7420 Westport Road, Louisville, KY 40222",40222
https://locations.tacobell.com/md/baltimore/6602-reisterstown-rd.html,md,baltimore,6602-reisterstown-rd,036235,"6602 Reisterstown Rd, Baltimore, MD 21215",21215
https://locations.tacobell.com/md/lavale/1262-national-highway.html,md,lavale,1262-national-highway,040080,"1262 National Highway, Lavale, MD 21502",21502
https://locations.tacobell.com/ky/russell-springs/305-s-hwy-127.html,ky,russell-springs,305-s-hwy-127,036472,"305 S Hwy 127, Russell Springs, KY 42642",42642
https://locations.tacobell.com/ky/smiths-grove/605-main-street.html,ky,smiths-grove,605-main-street,034077,"605 Main Street, Smiths Grove, KY 42171",42171
https://locations.tacobell.com/ky/walton/145-richwood-road.html,ky,walton,145-richwood-road,019405,"145 Richwood Road, Walton, KY 41094",41094
https://locations.tacobell.com/md/burtonsville/15670-columbia-pike.html,md,burtonsville,15670-columbia-pike,039993,"15670 Columbia Pike, Burtonsville, MD 20866",15670
https://locations.tacobell.com/ky/hodgenville/300-lincoln-parkway.html,ky,hodgenville,300-lincoln-parkway,036940,"300 Lincoln Parkway, Hodgenville, KY 42748",42748
https://locations.tacobell.com/ky/liberty/705-n-wallace-wilkinson-blvd.html,ky,liberty,705-n-wallace-wilkinson-blvd,037098,"705 N Wallace Wilkinson Blvd, Liberty, KY 42539",42539
https://locations.tacobell.com/ma/brookline/872-commonwealth-avenue.html,ma,brookline,872-commonwealth-avenue,037044,"872 Commonwealth Avenue, Brookline, MA 02446",02446
https://locations.tacobell.com/ky/corbin/955-w-cumberland-gap-parkway.html,ky,corbin,955-w-cumberland-gap-parkway,037188,"955 W Cumberland Gap Parkway, Corbin, KY 40701",40701
https://locations.tacobell.com/ma/cambridge/95-1st-st.html,ma,cambridge,95-1st-st,042066,"95 1st St, Cambridge, MA 02141",02141
https://locations.tacobell.com/ma/boston/10-maverick-square.html,ma,boston,10-maverick-square,042078,"10 Maverick Square, Boston, MA 02128",02128
https://locations.tacobell.com/ma/brockton/715-crescent-street.html,ma,brockton,715-crescent-street,042171,"715 Crescent Street, Brockton, MA 02302",02302
https://locations.tacobell.com/ky/nicholasville/150-hope-court.html,ky,nicholasville,150-hope-court,042036,"150 Hope Court, Nicholasville, KY 40356",40356
https://locations.tacobell.com/ky/louisville/3459-taylor-blvd.html,ky,louisville,3459-taylor-blvd,042410,"3459 Taylor Blvd, Louisville, KY 40215",40215
https://locations.tacobell.com/la/broussard/1106-e-main-st-.html,la,broussard,1106-e-main-st-,042413,"1106 E Main St., Broussard, LA 70518",70518
https://locations.tacobell.com/ky/stanford/378-vincent-drive.html,ky,stanford,378-vincent-drive,037287,"378 Vincent Drive, Stanford, KY 40484",40484
https://locations.tacobell.com/md/germantown/19650-gunners-branch-road.html,md,germantown,19650-gunners-branch-road,K071131,"19650 Gunners Branch Road, Germantown, MD 20876",19650
https://locations.tacobell.com/md/hampstead/2309-hanover-pike.html,md,hampstead,2309-hanover-pike,K071043,"2309 Hanover Pike, Hampstead, MD 21074",21074
https://locations.tacobell.com/ky/nicholasville/116-hendren-way.html,ky,nicholasville,116-hendren-way,037344,"116 Hendren Way, Nicholasville, KY 40356",40356
https://locations.tacobell.com/ma/saugus/1201-broadway.html,ma,saugus,1201-broadway,023972,"1201 Broadway, Saugus, MA 01906",01906
https://locations.tacobell.com/md/frederick/5583-spectrum-dr.html,md,frederick,5583-spectrum-dr,K071104,"5583 Spectrum Dr, Frederick, MD 21703",21703
https://locations.tacobell.com/ky/louisville/one-arena-plaza-307696.html,ky,louisville,one-arena-plaza-307696,027086,"One Arena Plaza, Louisville, KY 40203",40203
https://locations.tacobell.com/md/college-park/1150-south-campus-dining-hall.html,md,college-park,1150-south-campus-dining-hall,005497,"1150 South Campus Dining Hall, College Park, MD 20742",20742
https://locations.tacobell.com/ky/louisville/1441-gardiner-lane.html,ky,louisville,1441-gardiner-lane,004656,"1441 Gardiner Lane, Louisville, KY 40213",40213
https://locations.tacobell.com/md/mount-airy/1613-ridgeside-dr.html,md,mount-airy,1613-ridgeside-dr,K071041,"1613 Ridgeside Dr, Mount Airy, MD 21771",21771
https://locations.tacobell.com/ky/louisville/5012-s-3rd-st.html,ky,louisville,5012-s-3rd-st,Y052016,"5012 S 3rd St, Louisville, KY 40214",40214
https://locations.tacobell.com/ky/fort-knox/bldg-127-gold-vault-ave.html,ky,fort-knox,bldg-127-gold-vault-ave,032140,"Bldg 127 Gold Vault Ave, Fort Knox, KY 40121",40121
https://locations.tacobell.com/md/silver-spring/7720-blair-road.html,md,silver-spring,7720-blair-road,K071135,"7720 Blair Road, Silver Spring, MD 20912",20912
https://locations.tacobell.com/ma/natick/1245-worchester-street.html,ma,natick,1245-worchester-street,027513,"1245 Worchester Street, Natick, MA 01760",01760
https://locations.tacobell.com/md/wheaton/11160-veirs-mill-road.html,md,wheaton,11160-veirs-mill-road,032954,"11160 Veirs Mill Road, Wheaton, MD 20902",11160
https://locations.tacobell.com/ky/louisville/one-arena-plaza-307695.html,ky,louisville,one-arena-plaza-307695,027085,"One Arena Plaza, Louisville, KY 40202",40202
https://locations.tacobell.com/ky/munfordville/103-old-main-street.html,ky,munfordville,103-old-main-street,037108,"103 Old Main Street, Munfordville, KY 42765",42765
https://locations.tacobell.com/md/lexington-park/21583-great-mills-road.html,md,lexington-park,21583-great-mills-road,039994,"21583 Great Mills Road, Lexington Park, MD 20653",21583
https://locations.tacobell.com/ma/new-bedford/129-rockdale-ave.html,ma,new-bedford,129-rockdale-ave,040883,"129 Rockdale Ave, New Bedford, MA 02740",02740
https://locations.tacobell.com/ky/louisville/5868-new-cut-road.html,ky,louisville,5868-new-cut-road,037672,"5868 New Cut Road, Louisville, KY 40214",40214
https://locations.tacobell.com/la/port-barre/17621-hwy-190.html,la,port-barre,17621-hwy-190,041580,"17621 Hwy 190, Port Barre, LA 70577",17621
https://locations.tacobell.com/ma/norwood/958-providence-highway.html,ma,norwood,958-providence-highway,040884,"958 Providence Highway, Norwood, MA 02062",02062
https://locations.tacobell.com/md/baltimore/5371-campbell-boulevard.html,md,baltimore,5371-campbell-boulevard,037494,"5371 Campbell Boulevard, Baltimore, MD 21237",21237
https://locations.tacobell.com/md/hagerstown/10425-sharpsburg-pike.html,md,hagerstown,10425-sharpsburg-pike,034372,"10425 Sharpsburg Pike, Hagerstown, MD 21740",10425
https://locations.tacobell.com/ky/henderson/132-green-street.html,ky,henderson,132-green-street,037703,"132 Green Street, Henderson, KY 42420",42420
https://locations.tacobell.com/ky/brandenburg/316-bypass-road.html,ky,brandenburg,316-bypass-road,037365,"316 Bypass Road, Brandenburg, KY 40108",40108
https://locations.tacobell.com/ky/whitley-city/1155-n-hwy-27.html,ky,whitley-city,1155-n-hwy-27,039124,"1155 N Hwy 27, Whitley City, KY 42653",42653
https://locations.tacobell.com/ma/pittsfield/1011-dalton-avenue.html,ma,pittsfield,1011-dalton-avenue,037339,"1011 Dalton Avenue, Pittsfield, MA 01201",01201
https://locations.tacobell.com/ky/louisville/5414-bardstown-road.html,ky,louisville,5414-bardstown-road,037677,"5414 Bardstown Road, Louisville, KY 40291",40291
https://locations.tacobell.com/ky/scottsville/1751-old-gallatin-rd.html,ky,scottsville,1751-old-gallatin-rd,035007,"1751 Old Gallatin Rd, Scottsville, KY 42164",42164
https://locations.tacobell.com/ky/hopkinsville/2629-ft--campbell-blvd.html,ky,hopkinsville,2629-ft--campbell-blvd,034432,"2629 Ft. Campbell Blvd, Hopkinsville, KY 42240",42240
https://locations.tacobell.com/ky/ashland/2850-winchester-ave.html,ky,ashland,2850-winchester-ave,034567,"2850 Winchester Ave, Ashland, KY 41101",41101
https://locations.tacobell.com/ky/south-williamson/29080-us-hwy-119-n.html,ky,south-williamson,29080-us-hwy-119-n,023964,"29080 US Hwy 119 N, South Williamson, KY 41503",29080
https://locations.tacobell.com/ky/ashland/410-russell-rd.html,ky,ashland,410-russell-rd,034558,"410 Russell Rd, Ashland, KY 41101",41101
https://locations.tacobell.com/ky/pikeville/4368-north-mayo-trail.html,ky,pikeville,4368-north-mayo-trail,017315,"4368 North Mayo Trail, Pikeville, KY 41501",41501
https://locations.tacobell.com/ky/hopkinsville/498-north-drive.html,ky,hopkinsville,498-north-drive,034439,"498 North Drive, Hopkinsville, KY 42240",42240
https://locations.tacobell.com/ky/tompkinsville/507-n-main-st-.html,ky,tompkinsville,507-n-main-st-,035008,"507 N Main St., Tompkinsville, KY 42167",42167
https://locations.tacobell.com/ky/russellville/590-n-main-st.html,ky,russellville,590-n-main-st,015281,"590 N Main St, Russellville, KY 42276",42276
