url,state,city,address_slug
https://locations.tacobell.com/ny/staten-island/245-page-age.html,ny,staten-island,245-page-age
https://locations.tacobell.com/ny/bronx/5625-broadway.html,ny,bronx,5625-broadway
https://locations.tacobell.com/ny/mohegan-lake/3571-mohegan-avenue.html,ny,mohegan-lake,3571-mohegan-avenue
https://locations.tacobell.com/ny/bronx/72-westchester-square.html,ny,bronx,72-westchester-square
https://locations.tacobell.com/ny/east-rochester/341-west-commercial-street.html,ny,east-rochester,341-west-commercial-street
https://locations.tacobell.com/ny/brentwood/500-suffolk-ave.html,ny,brentwood,500-suffolk-ave
https://locations.tacobell.com/ny/albion/122-west-ave.html,ny,albion,122-west-ave
https://locations.tacobell.com/ny/floral-park/90-jericho-turnpike.html,ny,floral-park,90-jericho-turnpike
https://locations.tacobell.com/ny/hamburg/4923-southwestern-blvd.html,ny,hamburg,4923-southwestern-blvd
https://locations.tacobell.com/ny/cheektowaga/1689-walden-ave.html,ny,cheektowaga,1689-walden-ave
https://locations.tacobell.com/ny/queensbury/355-dix-ave.html,ny,queensbury,355-dix-ave
https://locations.tacobell.com/ny/rochester/1737-mount-hope-avenue.html,ny,rochester,1737-mount-hope-avenue
https://locations.tacobell.com/ny/catskill/170-w-bridge-street.html,ny,catskill,170-w-bridge-street
https://locations.tacobell.com/ny/watertown/514-540-state-street.html,ny,watertown,514-540-state-street
https://locations.tacobell.com/ny/briarcliff-manor/233-south-highland-ave-.html,ny,briarcliff-manor,233-south-highland-ave-
https://locations.tacobell.com/ny/schenectady/2035-state-street.html,ny,schenectady,2035-state-street
https://locations.tacobell.com/ny/montgomery/2095-route-208.html,ny,montgomery,2095-route-208
https://locations.tacobell.com/nv/las-vegas/6345-n-lamb-blvd.html,nv,las-vegas,6345-n-lamb-blvd
https://locations.tacobell.com/ny/cortland/860-state-route-13.html,ny,cortland,860-state-route-13
https://locations.tacobell.com/ny/cobleskill/764-e--main-st-.html,ny,cobleskill,764-e--main-st-
https://locations.tacobell.com/ny/tonawanda/810-young-st.html,ny,tonawanda,810-young-st
https://locations.tacobell.com/nv/las-vegas/6898-n--hualapai-way.html,nv,las-vegas,6898-n--hualapai-way
https://locations.tacobell.com/ny/grand-island/1754-grand-island-blvd.html,ny,grand-island,1754-grand-island-blvd
https://locations.tacobell.com/ny/glenville/128-freemans-bridge-road.html,ny,glenville,128-freemans-bridge-road
https://locations.tacobell.com/ny/yonkers/720-mclean-ave.html,ny,yonkers,720-mclean-ave
https://locations.tacobell.com/nv/n-las-vegas/7950-n-decatur.html,nv,n-las-vegas,7950-n-decatur
https://locations.tacobell.com/ny/lackawanna/1361-abbott-rd.html,ny,lackawanna,1361-abbott-rd
https://locations.tacobell.com/ny/newark/110-mason-street.html,ny,newark,110-mason-street
https://locations.tacobell.com/ny/yonkers/1217-nepperhan-avenue.html,ny,yonkers,1217-nepperhan-avenue
https://locations.tacobell.com/ny/new-york/1843-1st-ave.html,ny,new-york,1843-1st-ave
https://locations.tacobell.com/nv/reno/1664-north-virginia-street.html,nv,reno,1664-north-virginia-street
https://locations.tacobell.com/ny/ballston-spa/16-kendall-way.html,ny,ballston-spa,16-kendall-way
https://locations.tacobell.com/nv/las-vegas/333-w-st-louis-ave.html,nv,las-vegas,333-w-st-louis-ave
https://locations.tacobell.com/ny/bronx/54-e-170th-st.html,ny,bronx,54-e-170th-st
https://locations.tacobell.com/ny/wellsville/142-south-main-street.html,ny,wellsville,142-south-main-street
https://locations.tacobell.com/ny/long-island/40-09-21st-street.html,ny,long-island,40-09-21st-street
https://locations.tacobell.com/ny/jamaica/17551-hillside-ave.html,ny,jamaica,17551-hillside-ave
https://locations.tacobell.com/ny/lyons/9-forgham-st.html,ny,lyons,9-forgham-st
https://locations.tacobell.com/ny/jamaica/132-77-metropolitan-ave.html,ny,jamaica,132-77-metropolitan-ave
https://locations.tacobell.com/ny/ithaca/2301-n--triphammer-rd-.html,ny,ithaca,2301-n--triphammer-rd-
https://locations.tacobell.com/nv/las-vegas/103-s-rainbow-blvd.html,nv,las-vegas,103-s-rainbow-blvd
https://locations.tacobell.com/ny/brooklyn/1359-broadway.html,ny,brooklyn,1359-broadway
https://locations.tacobell.com/ny/brooklyn/1034-flatbush-ave.html,ny,brooklyn,1034-flatbush-ave
https://locations.tacobell.com/ny/hornell/39-main-street.html,ny,hornell,39-main-street
https://locations.tacobell.com/nm/tucumcari/2428-1st-st.html,nm,tucumcari,2428-1st-st
https://locations.tacobell.com/ny/new-york/840-8th-ave.html,ny,new-york,840-8th-ave
https://locations.tacobell.com/ny/new-york/224-7th-ave.html,ny,new-york,224-7th-ave
https://locations.tacobell.com/ny/new-york/500-8th-avenue.html,ny,new-york,500-8th-avenue
https://locations.tacobell.com/ny/farmington/1295-ny-332.html,ny,farmington,1295-ny-332
https://locations.tacobell.com/ny/fulton/505-s--second-street.html,ny,fulton,505-s--second-street
https://locations.tacobell.com/nv/las-vegas/warm-springs-and-gabriel.html,nv,las-vegas,warm-springs-and-gabriel
https://locations.tacobell.com/ny/flushing/31-22-farrington-street.html,ny,flushing,31-22-farrington-street
https://locations.tacobell.com/ny/bronx/2165a-white-plains-road.html,ny,bronx,2165a-white-plains-road
https://locations.tacobell.com/ny/brooklyn/208-mcguinness-boulevard.html,ny,brooklyn,208-mcguinness-boulevard
https://locations.tacobell.com/ny/bronx/2036-jerome-avenue.html,ny,bronx,2036-jerome-avenue
https://locations.tacobell.com/ny/new-york/1614-2nd-avenue.html,ny,new-york,1614-2nd-avenue
https://locations.tacobell.com/ny/new-york/175-dyckman-street.html,ny,new-york,175-dyckman-street
https://locations.tacobell.com/ny/bronx/8-w-fordham-rd.html,ny,bronx,8-w-fordham-rd
https://locations.tacobell.com/ny/far-rockaway/13-5-beach-channel-drive.html,ny,far-rockaway,13-5-beach-channel-drive
https://locations.tacobell.com/ny/new-york/58a-fulton-street.html,ny,new-york,58a-fulton-street
https://locations.tacobell.com/ny/fairport/6687-pittsford-palmyra-road.html,ny,fairport,6687-pittsford-palmyra-road
https://locations.tacobell.com/ny/oswego/147-george-street.html,ny,oswego,147-george-street
https://locations.tacobell.com/ny/new-york/246-e-23rd-st.html,ny,new-york,246-e-23rd-st
https://locations.tacobell.com/ny/astoria/22-24-31st-street.html,ny,astoria,22-24-31st-street
https://locations.tacobell.com/ny/new-york/545-6th-ave.html,ny,new-york,545-6th-ave
https://locations.tacobell.com/nv/henderson/3581-st-rose-parkway.html,nv,henderson,3581-st-rose-parkway
https://locations.tacobell.com/ny/new-york/230-varick-street.html,ny,new-york,230-varick-street
https://locations.tacobell.com/nm/santa-fe/64-cities-of-gold-road.html,nm,santa-fe,64-cities-of-gold-road
https://locations.tacobell.com/nv/las-vegas/825-north-rancho-dr-.html,nv,las-vegas,825-north-rancho-dr-
https://locations.tacobell.com/ny/lakewood/310-e-fairmount-ave.html,ny,lakewood,310-e-fairmount-ave
https://locations.tacobell.com/ny/jamaica/16001-jamaica-avenue.html,ny,jamaica,16001-jamaica-avenue
https://locations.tacobell.com/ny/new-york/976-6th-ave.html,ny,new-york,976-6th-ave
https://locations.tacobell.com/ny/rego-park/9506-63rd-drive.html,ny,rego-park,9506-63rd-drive
https://locations.tacobell.com/ny/troy/720-hoosick-road.html,ny,troy,720-hoosick-road
https://locations.tacobell.com/ny/rochester/1436-west-ridge-road.html,ny,rochester,1436-west-ridge-road
https://locations.tacobell.com/ny/macedon/337-pittsford-palmyra-rd-.html,ny,macedon,337-pittsford-palmyra-rd-
https://locations.tacobell.com/ny/bronx/361-e--fordham-road.html,ny,bronx,361-e--fordham-road
https://locations.tacobell.com/ny/long-beach/555-long-beach-boulevard.html,ny,long-beach,555-long-beach-boulevard
https://locations.tacobell.com/ny/greenvale/56-glen-cove-road.html,ny,greenvale,56-glen-cove-road
https://locations.tacobell.com/ny/brooklyn/1665-pitkin-avenue.html,ny,brooklyn,1665-pitkin-avenue
https://locations.tacobell.com/ny/freeport/215-w-merrick-rd.html,ny,freeport,215-w-merrick-rd
https://locations.tacobell.com/ny/jackson-heights/8301-37th-ave.html,ny,jackson-heights,8301-37th-ave
https://locations.tacobell.com/ny/new-york/173-e--116th-street.html,ny,new-york,173-e--116th-street
https://locations.tacobell.com/ny/yorktown-heights/359-downing-drive.html,ny,yorktown-heights,359-downing-drive
https://locations.tacobell.com/ny/new-york/390-8th-avenue.html,ny,new-york,390-8th-avenue
https://locations.tacobell.com/nv/imlay/6000-east-frontage-road.html,nv,imlay,6000-east-frontage-road
https://locations.tacobell.com/nm/las-cruces/202-n--motel-blvd.html,nm,las-cruces,202-n--motel-blvd
