url,state,city,address_slug,store_id,full_address,zip_code
https://locations.tacobell.com/fl/clermont/1606-hammock-ridge-road.html,fl,clermont,1606-hammock-ridge-road,039700,"1606 Hammock Ridge Road, Clermont, FL 34711",34711
https://locations.tacobell.com/fl/st-johns/335-harper-lane.html,fl,st-johns,335-harper-lane,040712,"335 Harper Lane, St Johns, FL 32259",32259
https://locations.tacobell.com/fl/lake-placid/501-us-27.html,fl,lake-placid,501-us-27,040345,"501 US-27, Lake Placid, FL 33852",33852
https://locations.tacobell.com/fl/plant-city/371-n--county-line-rd.html,fl,plant-city,371-n--county-line-rd,040723,"371 N. County Line Rd, Plant City, FL 33566",33566
https://locations.tacobell.com/fl/venice/19431-times-circle.html,fl,venice,19431-times-circle,040617,"19431 Times Circle, Venice, FL 34292",19431
https://locations.tacobell.com/fl/deltona/1519-saxon-blvd.html,fl,deltona,1519-saxon-blvd,040450,"1519 Saxon Blvd, Deltona, FL 32725",32725
https://locations.tacobell.com/fl/edgewater/1308-s-ridgewood-avenue.html,fl,edgewater,1308-s-ridgewood-avenue,040730,"1308 S Ridgewood Avenue, Edgewater, FL 32132",32132
https://locations.tacobell.com/fl/lake-alfred/130-north-lake-shore-way.html,fl,lake-alfred,130-north-lake-shore-way,040912,"130 North Lake Shore Way, Lake Alfred, FL 33850",33850
https://locations.tacobell.com/fl/riverview/3824-us-301-s.html,fl,riverview,3824-us-301-s,040715,"3824 US 301 S, Riverview, FL 33578",33578
https://locations.tacobell.com/fl/orlando/12101-university-blvd-.html,fl,orlando,12101-university-blvd-,034859,"12101 University Blvd. Suite 201, Orlando, FL 32817",12101
https://locations.tacobell.com/fl/hialeah/3750-west-85th-street.html,fl,hialeah,3750-west-85th-street,036400,"3750 West 85th Street, Hialeah, FL 33018",33018
https://locations.tacobell.com/fl/interlachen/1133-state-road-20.html,fl,interlachen,1133-state-road-20,040906,"1133 State Road 20, Interlachen, FL 32148",32148
https://locations.tacobell.com/fl/yulee/463163-state-road.html,fl,yulee,463163-state-road,041470,"463163 State Road, Yulee, FL 32097",46316
https://locations.tacobell.com/fl/miami/10975-sw-40th-street-(bird-rd).html,fl,miami,10975-sw-40th-street-(bird-rd),039119,"10975 SW 40th Street (Bird Rd), Miami, FL 33165",10975
https://locations.tacobell.com/fl/westlake/4751-seminole-pratt-whitney-rd.html,fl,westlake,4751-seminole-pratt-whitney-rd,040348,"4751 Seminole Pratt Whitney Rd, Westlake, FL 33470",33470
https://locations.tacobell.com/fl/palmetto/9410-buffalo-rd.html,fl,palmetto,9410-buffalo-rd,041103,"9410 Buffalo Rd, Palmetto, FL 34221",34221
https://locations.tacobell.com/fl/winter-springs/295-e-state-road-434.html,fl,winter-springs,295-e-state-road-434,041844,"295 E State Road 434, Winter Springs, FL 32708",32708
https://locations.tacobell.com/fl/tampa/12098-anderson-rd-.html,fl,tampa,12098-anderson-rd-,041335,"12098 Anderson Rd., Tampa, FL 33625",12098
https://locations.tacobell.com/fl/auburndale/755-fl-559.html,fl,auburndale,755-fl-559,041878,"755 Fl-559, Auburndale, FL 33823",33823
https://locations.tacobell.com/fl/lutz/17884-aprile-dr.html,fl,lutz,17884-aprile-dr,036147,"17884 Aprile Dr, Lutz, FL 33558",17884
https://locations.tacobell.com/fl/naples/9000-sage-ave.html,fl,naples,9000-sage-ave,042858,"9000 Sage Ave, Naples, FL 34120",34120
https://locations.tacobell.com/fl/pensacola/1201-e--cervantes-st-.html,fl,pensacola,1201-e--cervantes-st-,034767,"1201 E. Cervantes St., Pensacola, FL 32501",32501
https://locations.tacobell.com/fl/north-port/4998-centerview-lane.html,fl,north-port,4998-centerview-lane,034606,"4998 Centerview Lane, North Port, FL 34287",34287
https://locations.tacobell.com/fl/miramar-beach/10859-us-highway-98-w.html,fl,miramar-beach,10859-us-highway-98-w,042129,"10859 Us Highway 98 W, Miramar Beach, FL 32550",10859
https://locations.tacobell.com/fl/bradenton/15215-garnet-trail.html,fl,bradenton,15215-garnet-trail,034960,"15215 Garnet Trail, Bradenton, FL 34211",15215
https://locations.tacobell.com/fl/kissimmee/4370-pleasant-hill-rd.html,fl,kissimmee,4370-pleasant-hill-rd,039586,"4370 Pleasant Hill Rd, Kissimmee, FL 34746",34746
https://locations.tacobell.com/fl/davenport/7480-osceola-polk-line-rd-.html,fl,davenport,7480-osceola-polk-line-rd-,034778,"7480 Osceola Polk-Line Rd., Davenport, FL 33896",33896
https://locations.tacobell.com/fl/kissimmee/1006-buenaventura-blvd.html,fl,kissimmee,1006-buenaventura-blvd,039601,"1006 Buenaventura Blvd, Kissimmee, FL 34743",34743
