url,state,city,address_slug
https://locations.tacobell.com/sc/sumter/2036-mccrays-mill-rd.html,sc,sumter,2036-mccrays-mill-rd
https://locations.tacobell.com/sc/hardeeville/15976-whyte-hardee-blvd.html,sc,hardeeville,15976-whyte-hardee-blvd
https://locations.tacobell.com/tn/monteagle/360-dixie-lee-ave-.html,tn,monteagle,360-dixie-lee-ave-
https://locations.tacobell.com/tn/knoxville/6790-malone-creek-dr-.html,tn,knoxville,6790-malone-creek-dr-
https://locations.tacobell.com/tn/carthage/945-upper-ferry-road.html,tn,carthage,945-upper-ferry-road
https://locations.tacobell.com/tn/alcoa/1119-franck-street.html,tn,alcoa,1119-franck-street
https://locations.tacobell.com/tn/talbott/6000-w--andrew-johnson-highway.html,tn,talbott,6000-w--andrew-johnson-highway
https://locations.tacobell.com/tn/fayetteville/1300-huntsville-hwy.html,tn,fayetteville,1300-huntsville-hwy
https://locations.tacobell.com/sc/longs/70-winners-lane.html,sc,longs,70-winners-lane
https://locations.tacobell.com/tn/joelton/7216-whites-creek-pike.html,tn,joelton,7216-whites-creek-pike
https://locations.tacobell.com/sc/bennettsville/200-us-15.html,sc,bennettsville,200-us-15
https://locations.tacobell.com/sc/north-augusta/411-east-martintown-road.html,sc,north-augusta,411-east-martintown-road
https://locations.tacobell.com/tn/white-pine/3670-roy-messer-hwy.html,tn,white-pine,3670-roy-messer-hwy
https://locations.tacobell.com/tn/oak-ridge/101-bus-terminal-road.html,tn,oak-ridge,101-bus-terminal-road
https://locations.tacobell.com/tn/lafayette/561-highway-52-bypass-w.html,tn,lafayette,561-highway-52-bypass-w
https://locations.tacobell.com/tn/hermitage/5765-old-hickory-boulevard.html,tn,hermitage,5765-old-hickory-boulevard
https://locations.tacobell.com/tn/knoxville/5322-millertown-pike.html,tn,knoxville,5322-millertown-pike
https://locations.tacobell.com/sc/mount-pleasant/3281-n--hwy-17.html,sc,mount-pleasant,3281-n--hwy-17
https://locations.tacobell.com/sc/beaufort/226-sea-island-pkwy.html,sc,beaufort,226-sea-island-pkwy
https://locations.tacobell.com/tn/smyrna/565-sam-ridley-pkwy-w.html,tn,smyrna,565-sam-ridley-pkwy-w
https://locations.tacobell.com/tn/cordova/1205-n--houston-levee-rd-.html,tn,cordova,1205-n--houston-levee-rd-
https://locations.tacobell.com/sc/goose-creek/787-st--james-avenue.html,sc,goose-creek,787-st--james-avenue
https://locations.tacobell.com/tn/mountain-city/465-s--shady-street.html,tn,mountain-city,465-s--shady-street
https://locations.tacobell.com/tn/maryville/2013-east-lamar-alexander-parkway.html,tn,maryville,2013-east-lamar-alexander-parkway
https://locations.tacobell.com/sc/chapin/650-columbia-avenue.html,sc,chapin,650-columbia-avenue
https://locations.tacobell.com/tn/seymour/11524-chapman-highway.html,tn,seymour,11524-chapman-highway
https://locations.tacobell.com/tn/clinton/2315-n-charles-g-seivers-blvd.html,tn,clinton,2315-n-charles-g-seivers-blvd
https://locations.tacobell.com/tn/monterey/450-east-stratton-ave.html,tn,monterey,450-east-stratton-ave
https://locations.tacobell.com/sc/fort-mill/7734-charlotte-hwy.html,sc,fort-mill,7734-charlotte-hwy
https://locations.tacobell.com/tn/hendersonville/1004-glenbrook-way.html,tn,hendersonville,1004-glenbrook-way
https://locations.tacobell.com/sc/rock-hill/1055-anderson-road-south.html,sc,rock-hill,1055-anderson-road-south
https://locations.tacobell.com/sc/north-myrtle-beach/201-hwy-17-north.html,sc,north-myrtle-beach,201-hwy-17-north
https://locations.tacobell.com/sc/aiken/2205-whiskey-road.html,sc,aiken,2205-whiskey-road
