url,state,city,address_slug
https://locations.tacobell.com/fl/clermont/1606-hammock-ridge-road.html,fl,clermont,1606-hammock-ridge-road
https://locations.tacobell.com/fl/st-johns/335-harper-lane.html,fl,st-johns,335-harper-lane
https://locations.tacobell.com/fl/lake-placid/501-us-27.html,fl,lake-placid,501-us-27
https://locations.tacobell.com/fl/plant-city/371-n--county-line-rd.html,fl,plant-city,371-n--county-line-rd
https://locations.tacobell.com/fl/venice/19431-times-circle.html,fl,venice,19431-times-circle
https://locations.tacobell.com/fl/deltona/1519-saxon-blvd.html,fl,deltona,1519-saxon-blvd
https://locations.tacobell.com/fl/edgewater/1308-s-ridgewood-avenue.html,fl,edgewater,1308-s-ridgewood-avenue
https://locations.tacobell.com/fl/lake-alfred/130-north-lake-shore-way.html,fl,lake-alfred,130-north-lake-shore-way
https://locations.tacobell.com/fl/riverview/3824-us-301-s.html,fl,riverview,3824-us-301-s
https://locations.tacobell.com/fl/orlando/12101-university-blvd-.html,fl,orlando,12101-university-blvd-
https://locations.tacobell.com/fl/hialeah/3750-west-85th-street.html,fl,hialeah,3750-west-85th-street
https://locations.tacobell.com/fl/interlachen/1133-state-road-20.html,fl,interlachen,1133-state-road-20
https://locations.tacobell.com/fl/yulee/463163-state-road.html,fl,yulee,463163-state-road
https://locations.tacobell.com/fl/miami/10975-sw-40th-street-(bird-rd).html,fl,miami,10975-sw-40th-street-(bird-rd)
https://locations.tacobell.com/fl/westlake/4751-seminole-pratt-whitney-rd.html,fl,westlake,4751-seminole-pratt-whitney-rd
https://locations.tacobell.com/fl/palmetto/9410-buffalo-rd.html,fl,palmetto,9410-buffalo-rd
https://locations.tacobell.com/fl/winter-springs/295-e-state-road-434.html,fl,winter-springs,295-e-state-road-434
https://locations.tacobell.com/fl/tampa/12098-anderson-rd-.html,fl,tampa,12098-anderson-rd-
https://locations.tacobell.com/fl/auburndale/755-fl-559.html,fl,auburndale,755-fl-559
https://locations.tacobell.com/fl/lutz/17884-aprile-dr.html,fl,lutz,17884-aprile-dr
https://locations.tacobell.com/fl/naples/9000-sage-ave.html,fl,naples,9000-sage-ave
https://locations.tacobell.com/fl/pensacola/1201-e--cervantes-st-.html,fl,pensacola,1201-e--cervantes-st-
https://locations.tacobell.com/fl/north-port/4998-centerview-lane.html,fl,north-port,4998-centerview-lane
https://locations.tacobell.com/fl/miramar-beach/10859-us-highway-98-w.html,fl,miramar-beach,10859-us-highway-98-w
https://locations.tacobell.com/fl/bradenton/15215-garnet-trail.html,fl,bradenton,15215-garnet-trail
https://locations.tacobell.com/fl/kissimmee/4370-pleasant-hill-rd.html,fl,kissimmee,4370-pleasant-hill-rd
https://locations.tacobell.com/fl/davenport/7480-osceola-polk-line-rd-.html,fl,davenport,7480-osceola-polk-line-rd-
https://locations.tacobell.com/fl/kissimmee/1006-buenaventura-blvd.html,fl,kissimmee,1006-buenaventura-blvd
https://locations.tacobell.com/fl/casselberry/1265-state-rd-436.html,fl,casselberry,1265-state-rd-436
https://locations.tacobell.com/fl/miami/7900-nw-27th-ave.html,fl,miami,7900-nw-27th-ave
https://locations.tacobell.com/fl/stuart/6800-south-kanner-hwy.html,fl,stuart,6800-south-kanner-hwy
https://locations.tacobell.com/fl/kissimmee/2810-east-osceola-parkway.html,fl,kissimmee,2810-east-osceola-parkway
https://locations.tacobell.com/fl/delray-beach/5070-west-atlantic-ave.html,fl,delray-beach,5070-west-atlantic-ave
https://locations.tacobell.com/fl/chipley/1444-main-street.html,fl,chipley,1444-main-street
https://locations.tacobell.com/fl/panama-city/4315-n--hwy--231.html,fl,panama-city,4315-n--hwy--231
https://locations.tacobell.com/fl/port-orange/1748-dunlawton-ave.html,fl,port-orange,1748-dunlawton-ave
https://locations.tacobell.com/fl/fort-lauderdale/17-south-fort-lauderdale-beach-blvd-unit-r216.html,fl,fort-lauderdale,17-south-fort-lauderdale-beach-blvd-unit-r216
https://locations.tacobell.com/fl/lakeland/2045-w--memorial-blvd.html,fl,lakeland,2045-w--memorial-blvd
https://locations.tacobell.com/fl/wellington/13905-wellington-trace.html,fl,wellington,13905-wellington-trace
https://locations.tacobell.com/fl/vero-beach/1070-us-hwy-1.html,fl,vero-beach,1070-us-hwy-1
https://locations.tacobell.com/fl/pace/3860-highway-90.html,fl,pace,3860-highway-90
https://locations.tacobell.com/fl/longwood/126-s--ronald-reagan-blvd-.html,fl,longwood,126-s--ronald-reagan-blvd-
https://locations.tacobell.com/fl/east-palatka/169-us-hwy-17.html,fl,east-palatka,169-us-hwy-17
https://locations.tacobell.com/fl/wildwood/5821-7-mile-drive.html,fl,wildwood,5821-7-mile-drive
https://locations.tacobell.com/fl/freeport/16461-us-331-south.html,fl,freeport,16461-us-331-south
https://locations.tacobell.com/fl/miami/20925-s--dixie-hwy.html,fl,miami,20925-s--dixie-hwy
https://locations.tacobell.com/fl/new-port-richey/7575-state-road-54.html,fl,new-port-richey,7575-state-road-54
https://locations.tacobell.com/fl/spring-hill/10295-county-line-rd.html,fl,spring-hill,10295-county-line-rd
https://locations.tacobell.com/fl/orlando/7623-international-dr.html,fl,orlando,7623-international-dr
https://locations.tacobell.com/fl/miramar/6961-miramar-parkway.html,fl,miramar,6961-miramar-parkway
https://locations.tacobell.com/fl/palm-bay/1386-palm-bay-road-ne.html,fl,palm-bay,1386-palm-bay-road-ne
https://locations.tacobell.com/fl/dunnellon/11582-n-williams-st.html,fl,dunnellon,11582-n-williams-st
https://locations.tacobell.com/fl/umatilla/365-n-central-ave.html,fl,umatilla,365-n-central-ave
https://locations.tacobell.com/fl/bradenton/5298-33rd-st-.html,fl,bradenton,5298-33rd-st-
https://locations.tacobell.com/fl/orlando/13980-s-john-young-pkwy.html,fl,orlando,13980-s-john-young-pkwy
https://locations.tacobell.com/fl/wauchula/116-w-rea-rd.html,fl,wauchula,116-w-rea-rd
https://locations.tacobell.com/fl/boynton-beach/801-north-congress-avenue.html,fl,boynton-beach,801-north-congress-avenue
https://locations.tacobell.com/fl/sanford/254-town-center-circle.html,fl,sanford,254-town-center-circle
https://locations.tacobell.com/fl/marianna/2112-highway-71-south.html,fl,marianna,2112-highway-71-south
https://locations.tacobell.com/fl/orlando/8001-s-orange-blossom-trl.html,fl,orlando,8001-s-orange-blossom-trl
