item_id,name,category,is_breakfast,is_drink,serving_weight_grams,calories,fat_calories,total_fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,total_carb,fibers,sugars,protein
438050,Three Cheese Chipotle Chicken Flatbread Melt,Test Items,0,0,127.57,331.14,139.84,15.17,6.36,0.18,5.31,3.17,52.22,753.04,28.46,2.08,3.53,20.2
439307,$1 Stacker - Spicy,Test Items,0,0,169.53,398.65,158.91,17.67,8.79,0.35,3.08,4.91,39.36,1235.37,43.05,4.3,3.0,16.87
439525,Loaded Beef Nachos,Nachos,0,0,206.95,445.27,216.76,24.65,5.04,0.25,5.93,13.48,20.81,933.51,44.22,8.71,2.34,11.74
439526,Double Stacked Taco,Tacos,0,0,133.24,317.6,123.28,15.51,5.08,0.22,3.74,6.25,24.11,611.33,34.22,4.38,1.78,10.38
441114,Avocado Salsa Verde Packet,Side Portions - Hidden,0,0,14.17,49.17,43.14,5.05,0.77,0.0,2.86,1.3,0.07,71.46,0.79,0.45,0.24,0.13
441180,3-Cheese Chicken Flatbread Melt,Specialties,0,0,127.57,331.14,139.84,15.17,6.36,0.18,5.31,3.17,52.22,753.04,28.46,2.08,3.53,20.2
442467,Taco Lover's Crunchy Taco,JSON only,0,0,77.96,166.1,86.05,9.37,3.82,0.22,2.1,3.16,23.71,309.7,13.16,3.1,0.45,7.37
442468,Taco Lover's Crunchy Taco Supreme&reg;,JSON only,0,0,106.31,187.0,97.26,10.62,4.61,0.26,2.15,3.45,27.44,323.54,15.16,3.32,1.37,7.9
442469,Taco Lover's Nacho Cheese Doritos&reg; Locos Tacos Supreme&reg;,JSON only,0,0,106.31,187.41,96.35,10.75,4.69,0.26,2.1,3.5,27.71,383.04,14.91,3.19,1.48,7.96
442470,Taco Lover's Nacho Cheese Doritos&reg; Locos Tacos,JSON only,0,0,77.96,166.51,85.13,9.5,3.91,0.22,2.06,3.21,23.98,369.2,12.92,2.97,0.57,7.43
442471,Taco Lover's Soft Taco Supreme,JSON only,0,0,120.49,204.01,85.52,9.56,4.97,0.26,1.19,2.96,27.47,518.02,20.44,2.88,2.0,9.25
442472,Taco Lover's Spicy Potato Soft Taco,JSON only,0,0,97.81,240.42,108.18,12.08,3.2,0.06,3.72,4.78,10.26,472.06,27.78,2.24,1.14,5.19
442473,Taco Lover's Soft Taco,JSON only,0,0,92.14,183.1,74.3,8.32,4.18,0.22,1.14,2.68,23.74,504.18,18.44,2.67,1.08,8.71
442474,Taco Lover's Breakfast Taco - Sausage,JSON only,0,0,77.96,229.14,87.81,14.63,5.62,0.05,3.74,4.92,110.63,432.5,15.76,1.11,0.96,8.6
442475,Taco Lover's Breakfast Taco - Bacon,JSON only,0,0,77.96,229.35,78.25,13.56,5.21,0.05,3.62,4.39,115.97,562.7,15.63,0.97,1.1,11.19
442476,Taco Lover's Breakfast Taco - Potato,JSON only,0,0,85.05,218.3,57.85,11.3,3.67,0.05,3.35,3.88,100.31,434.45,21.76,1.57,0.85,7.37
447327,Enchilada Dipping Sauce,Test Items,0,0,89.3,67.34,26.06,2.87,1.96,0.09,0.2,0.57,9.29,595.52,6.67,1.39,1.25,3.71
454761,Cantina Chicken Nachos,Test Items,0,0,355.79,889.18,459.59,52.06,9.48,0.18,16.56,25.31,50.79,1440.84,82.25,13.95,4.86,23.13
465067,Cantina Chicken Quesadilla (with dips),Test Items,0,0,266.49,692.36,369.01,41.95,18.67,0.6,10.31,10.99,97.91,1529.69,48.48,5.49,5.05,30.22
467340,Taj&iacute;n&reg; Taco,Test Items,0,0,69.46,126.5,84.2,9.31,3.86,0.23,2.06,2.99,26.46,334.17,4.2,2.0,0.43,6.59
467397,Double Stacked Taco - Value Menu,Cravings Value Menu,0,0,133.24,317.6,123.28,15.51,5.08,0.22,3.74,6.25,24.11,611.33,34.22,4.38,1.78,10.38
467398,3-Cheese Chicken Flatbread Melt - Value Menu,Cravings Value Menu,0,0,127.57,331.14,139.84,15.17,6.36,0.18,5.31,3.17,52.22,753.04,28.46,2.08,3.53,20.2
467399,Chicken Enchilada Burrito - Value Menu,Cravings Value Menu,0,0,195.61,376.63,106.41,12.04,5.63,0.13,2.7,3.22,41.68,1143.62,48.52,3.18,3.03,18.55
467400,Cheesy Double Beef Burrito - Value Menu,Cravings Value Menu,0,0,252.31,564.0,191.46,25.42,9.64,0.48,3.96,10.89,48.69,1345.11,63.28,6.87,3.4,20.52
467401,Loaded Beef Nachos - Value Menu,Cravings Value Menu,0,0,206.95,445.27,216.76,24.65,5.04,0.25,5.93,13.48,20.81,933.51,44.22,8.71,2.34,11.74
467404,Veggie Mexican Pizza,Veggie Cravings,0,0,170.1,463.1,212.19,24.05,6.53,0.17,5.69,11.33,22.22,747.52,47.31,6.28,3.07,14.46
467405,Chips & Nacho Cheese Sauce (V),Sides & Sweets,0,0,70.87,219.55,118.65,12.77,1.26,0.0,3.43,8.01,0.75,283.33,23.66,2.0,1.27,2.56
474197,Cantina Chicken Quesadilla with Avocado Verde Salsa,Test Items,0,0,206.95,621.55,327.81,37.05,16.55,0.46,11.02,7.65,90.52,1410.33,43.25,3.98,3.54,28.77
474198,Cantina Chicken Quesadilla with Extra Chicken and Avocado Verde Salsa,Test Items,0,0,246.64,679.54,347.17,39.55,17.28,0.46,11.84,8.59,117.28,1619.62,44.65,4.86,3.54,36.24
474199,"Medium Drink, Low End",Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474200,"Medium Drink, High End",Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474201,Cantina Chicken Quesadilla with Extra Chicken,Test Items,0,0,232.47,630.37,304.03,34.5,16.51,0.46,8.98,7.29,117.21,1548.16,43.86,4.41,3.3,36.11
474268,Loose Cannon IPA (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474269,Loose Cannon IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506983,Sour Cream (1 oz),Side Portions - Hidden,0,0,28.35,36.71,21.93,2.44,1.56,0.09,0.09,0.56,7.46,26.27,2.88,0.09,1.09,0.81
520059,Cheesy Crunchwrap Sliders - Beef,Test Items,0,0,165.37,345.38,120.87,13.65,5.11,0.25,2.85,5.18,23.05,721.41,44.72,4.58,3.34,11.12
607551,Three Cheese Blend (0.5 oz),Side Portions - Hidden,0,0,14.17,47.01,30.19,3.31,2.36,0.09,0.12,0.58,11.11,117.83,1.19,0.19,0.24,3.12
607552,Cheddar Cheese (0.5 oz),Side Portions - Hidden,0,0,14.17,55.07,39.43,4.28,2.99,0.09,0.14,1.02,14.02,89.72,0.98,0.32,0.0,3.15
607553,Nacho Chips (1.5 oz),Side Portions - Hidden,0,0,42.52,221.6,107.15,11.77,1.09,0.0,2.99,7.86,0.0,98.57,26.37,2.49,0.49,2.65
607554,Green Sauce (2 oz),Side Portions - Hidden,0,0,22.68,10.91,0.47,0.05,0.0,0.0,0.03,0.0,0.0,105.69,2.47,0.4,0.86,0.16
607555,Lettuce (1 oz),Side Portions - Hidden,0,0,28.35,3.97,0.36,0.04,0.01,0.0,0.0,0.0,0.0,2.83,0.84,0.32,0.52,0.26
607556,Onions (0.5 oz),Side Portions - Hidden,0,0,14.17,5.67,0.13,0.01,0.01,0.0,0.0,0.0,0.0,0.57,1.32,0.24,0.6,0.16
607557,Pico de Gallo (1.6 oz),Side Portions - Hidden,0,0,45.36,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.76,2.02,0.98,1.3,0.14
607558,Potato Bites (1.5 oz),Side Portions - Hidden,0,0,42.52,95.76,41.87,4.65,0.38,0.0,0.91,3.26,0.0,201.77,12.25,1.21,0.0,1.18
607559,Nacho Cheese Sauce (0.7 oz),Side Portions - Hidden,0,0,19.84,28.52,20.04,2.07,0.23,0.0,0.62,1.12,0.37,105.52,2.16,0.09,0.45,0.31
627382,Mexican Pizza Sauce (2 oz),Side Portions - Hidden,0,0,56.7,16.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.79,3.25,0.66,1.36,0.9
634442,Bottled Dr Pepper,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634443,Bottled Diet Dr Pepper,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646120,Crispy Chicken Burrito - Avocado Ranch,Test Items,0,0,250.89,658.33,320.75,36.48,8.72,0.14,14.19,12.49,63.4,1496.49,59.24,5.62,4.05,23.55
646124,Crispy Chicken Soft Taco - Avocado Ranch,Test Items,0,0,121.9,267.08,112.4,12.89,3.42,0.06,4.1,5.07,27.94,673.96,26.72,2.83,1.96,11.2
646137,Green Sauce (1 oz),Side Portions - Hidden,0,0,11.34,5.45,0.23,0.03,0.0,0.0,0.01,0.0,0.0,52.84,1.23,0.2,0.43,0.08
646138,Strawberry Lime Refresca Freeze (16 oz),Test Items,0,0,1.42,4.81,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.27,1.26,0.29,0.63,0.06
646511,Chicken Strips (2 Pack),Test Items,0,0,182.57,465.72,183.54,21.74,2.37,0.0,5.28,14.06,74.05,1428.32,39.11,5.04,0.0,28.39
646644,Vanilla Crema Coffee - Hot,Drinks,0,1,412.5,101.68,16.48,1.83,1.16,0.08,0.07,0.42,6.04,10.57,19.67,0.2,13.94,1.64
646646,Cinnabon&reg; Caramel Coffee - Hot,Drinks,0,1,433.76,165.5,19.74,2.15,1.36,0.09,0.07,0.5,7.17,64.79,34.61,0.2,21.51,1.93
648317,Strawberry Lime Refresca Freeze (20 oz),Test Items,0,0,1.42,4.81,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.27,1.26,0.29,0.63,0.06
648663,"Cantina Chicken Quesadilla - double chicken, no outside cheese",Test Items,0,0,218.29,583.35,273.83,31.19,14.15,0.37,8.86,6.71,106.1,1430.33,42.67,4.22,3.06,32.99
648664,Cantina Chicken Quesadilla - 6.5 tortilla,Test Items,0,0,138.91,406.03,230.4,25.86,12.26,0.37,6.9,5.31,79.3,946.84,20.94,2.37,1.92,22.38
648665,"Cantina Chicken Quesadilla - 6.5 tortilla, double chicken",Test Items,0,0,178.6,464.02,249.76,28.36,13.0,0.37,7.71,6.25,106.06,1156.13,22.34,3.26,1.92,29.85
651911,Beekeeper Coffee Horchata,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652316,Rockstar Original Can,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655395,Cantina Chicken Soft Taco (Spicy Ranch),Test Items,0,0,116.23,206.64,83.56,9.69,3.55,0.06,3.45,2.42,36.54,517.75,18.36,2.44,2.0,11.64
658262,Flour Tortilla (6.5 in.),Side Portions - Hidden,0,0,28.35,85.24,17.2,2.02,0.82,0.0,0.82,0.32,0.03,195.86,14.52,0.69,0.82,2.24
658263,Flour Tortilla (10.25 in.),Side Portions - Hidden,0,0,68.04,204.58,41.27,4.85,1.97,0.0,1.97,0.78,0.07,470.07,34.85,1.65,1.96,5.38
658302,Chipotle Ranch Chicken Stacker,Test Items,0,0,185.69,432.58,213.69,23.98,6.07,0.09,11.75,5.05,46.73,948.27,38.49,2.71,3.46,15.98
658305,Bottled Mug&reg; Root Beer,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658306,Cinnabon Delights (2 oz),Side Portions - Hidden,0,0,56.7,275.24,167.32,18.59,6.05,0.0,2.83,9.7,10.66,118.54,24.03,1.3,14.19,2.95
661833,Grilled Stuft Burrito,Test Items,0,0,318.93,686.43,260.75,29.9,10.9,0.46,9.29,8.55,51.48,1781.94,79.56,10.2,4.71,24.78
662973,Crispy Chicken Bacon Club,Test Items,0,0,243.81,710.81,362.06,41.06,10.45,0.14,14.9,14.63,79.07,1683.95,57.67,5.03,3.41,27.82
662974,Steak and Poblano Rolled Quesadilla - Double Steak,Test Items,0,0,212.62,574.71,270.86,30.16,14.62,0.37,7.02,6.94,93.35,1555.59,42.34,2.71,4.74,33.46
663170,Steak and Poblano Rolled Quesadilla - Single Chicken,Test Items,0,0,178.6,522.24,249.16,28.1,13.38,0.37,7.61,5.65,78.13,1215.31,41.71,3.34,3.34,25.62
663171,Steak and Poblano Rolled Quesadilla - Double Chicken,Test Items,0,0,218.29,580.23,268.52,30.6,14.12,0.37,8.43,6.6,104.89,1424.59,43.11,4.23,3.34,33.1
670098,Cantina Chicken Crunchy Taco,Test Items,0,0,89.02,229.01,114.64,13.04,3.2,0.06,4.01,5.6,36.63,350.36,17.25,3.02,0.69,10.77
670099,Cantina Chicken Crunchy Taco - All In,Test Items,0,0,110.28,234.25,114.65,13.04,3.2,0.06,4.02,5.6,36.63,390.83,18.51,3.55,1.44,10.87
719813,Flamin' Hot Grilled Cheese Burrito,New,0,0,272.16,732.52,318.82,41.21,16.58,0.59,8.68,9.18,73.54,1573.18,64.88,5.1,4.45,25.64
721092,Crispalupa,Test Items,0,0,184.27,550.12,276.57,31.03,5.51,0.06,9.33,15.65,36.52,753.01,49.03,5.49,4.87,18.78
745285,Frank's Diablo Buffalo Sauce (0.88 oz),Side Portions - Hidden,0,0,24.95,64.86,0.0,5.99,1.0,0.0,0.0,0.0,3.74,324.32,2.0,0.25,1.0,0.25
752914,Cantina Chicken Quesadilla - Half Moon,Test Items,0,0,218.29,583.36,273.83,31.19,14.15,0.37,8.86,6.71,106.1,1430.33,42.67,4.22,3.06,32.99
752915,Cantina Chicken Quesadilla - Rolled Quesadilla,Test Items,0,0,218.29,583.36,273.83,31.19,14.15,0.37,8.86,6.71,106.1,1430.33,42.67,4.22,3.06,32.99
774040,Tajin Taco (2/28/25),Test Items,0,0,69.46,126.5,84.2,9.31,3.86,0.23,2.06,2.99,26.46,334.17,4.2,2.0,0.43,6.59
774041,Tajin Taco (3/26/25),Test Items,0,0,69.46,126.5,84.2,9.31,3.86,0.23,2.06,2.99,26.46,334.17,4.2,2.0,0.43,6.59
780756,Quesocrisp - Chicken,Test Items,0,0,82.21,91.55,39.25,4.66,2.24,0.05,0.88,1.46,33.77,294.83,3.26,1.66,0.87,9.24
780757,Quesocrisp - Seasoned Beef,Test Items,0,0,85.05,101.9,57.1,6.3,3.37,0.22,0.32,2.35,23.71,347.58,4.87,2.43,0.87,6.54
781580,Crispy Chicken Strips - 4 piece with Spicy Ranch,Test Items,0,0,268.75,898.28,591.16,67.04,9.74,0.14,31.38,23.73,115.67,1825.0,43.43,5.39,2.5,30.28
781790,Ranchero Sauce 1.5 oz,Side Portions - Hidden,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784048,Tacodilla - Steak,Test Items,0,0,130.41,298.52,161.84,17.79,11.43,0.35,0.71,4.57,86.42,1020.89,6.81,1.0,2.36,27.8
784049,Tacodilla - Slow Roasted Chicken,Test Items,0,0,136.08,304.04,159.5,18.22,10.93,0.35,2.11,4.23,97.96,889.89,7.58,2.53,0.96,27.43
784836,Cantina Chicken Stacker - Single Chix,Test Items,0,0,301.36,791.14,474.1,54.11,15.85,0.39,18.81,17.76,73.6,1357.32,50.03,12.03,4.86,26.21
784837,Cantina Chicken Stacker - Double Chix,Test Items,0,0,338.21,844.99,492.08,56.43,16.53,0.39,19.56,18.65,98.45,1551.66,51.33,12.86,4.86,33.15
787135,Ube Strawberry Cookie,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787137,Green Apple Freeze&trade; (32 oz),Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788368,Creamy Red Chili Sauce 1.5 oz,Side Portions - Hidden,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809241,Caramel Dulce Churro Chiller (16 oz),Drinks,0,1,206.95,504.48,0.03,18.91,11.95,0.64,0.57,4.44,5.0,352.69,78.23,0.27,76.74,7.18
809242,Caramel Dulce Churro Chiller (20 oz),Drinks,0,1,277.82,680.23,0.03,25.46,16.1,0.86,0.76,5.92,7.5,471.81,105.51,0.32,103.47,9.74
809243,Mexican Chocolate Churro Chiller (16 oz),Drinks,0,1,192.78,433.33,0.03,17.93,11.25,0.64,0.57,4.44,0.41,328.16,62.79,0.27,57.76,6.55
809244,Mexican Chocolate Churro Chiller (20 oz),Drinks,0,1,256.56,573.51,0.03,23.99,15.05,0.86,0.76,5.92,0.62,435.01,82.36,0.32,74.99,8.79
809245,Wild Strawberry Churro Chiller (16 oz),Drinks,0,1,192.78,435.36,0.03,17.41,10.95,0.64,0.57,4.44,0.0,305.42,64.29,0.27,59.76,6.18
809246,Wild Strawberry Churro Chiller (20 oz),Drinks,0,1,256.56,576.55,0.03,23.21,14.6,0.86,0.76,5.92,0.0,400.9,84.61,0.32,77.99,8.24
809247,Cinnabon&reg; Caramel Latte Chiller (16 oz),Drinks,0,1,179.74,408.62,11.49,16.18,9.75,0.48,0.42,3.25,4.15,243.13,59.1,0.21,45.0,5.4
809248,Cinnabon&reg; Caramel Latte Chiller (19 oz),Drinks,0,1,243.52,534.21,11.49,21.98,13.4,0.7,0.61,4.73,4.15,335.58,75.24,0.32,60.24,7.82
809249,Mexican Mocha Latte Chiller (16 oz),Drinks,0,1,186.82,427.09,16.48,17.3,10.43,0.51,0.45,3.38,6.45,223.37,61.25,0.21,48.38,5.74
809250,Mexican Mocha Latte Chiller (20 oz),Drinks,0,1,250.61,552.68,16.48,23.1,14.08,0.72,0.64,4.86,6.45,315.83,77.39,0.32,63.62,8.16
809251,Vanilla Crema Latte Chiller (16 oz),Drinks,0,1,172.65,388.24,16.48,16.78,10.13,0.51,0.45,3.38,6.04,192.91,52.69,0.21,44.36,5.37
809252,Vanilla Crema Latte Chiller (20 oz),Drinks,0,1,236.44,513.83,16.48,22.58,13.78,0.72,0.64,4.86,6.04,285.36,68.83,0.32,59.61,7.79
809253,Cinnabon&reg; Caramel Coffee - Iced (16 oz),Drinks,0,1,271.99,241.58,3.25,9.46,5.52,0.23,0.19,1.55,1.13,147.03,34.78,0.13,22.83,2.86
809254,Cinnabon&reg; Caramel Coffee - Iced (20 oz),Drinks,0,1,331.09,243.86,3.25,9.46,5.52,0.23,0.19,1.55,1.13,147.42,35.18,0.16,22.84,3.03
809255,Mexican Mocha Coffee - Iced (16 oz),Drinks,0,1,279.07,260.05,8.24,10.58,6.2,0.25,0.23,1.69,3.43,127.27,36.93,0.13,26.21,3.2
809256,Mexican Mocha Coffee - Iced (20 oz),Drinks,0,1,345.26,281.75,8.24,10.84,6.36,0.25,0.23,1.69,3.64,142.9,41.61,0.16,28.23,3.56
809257,Vanilla Crema Coffee - Iced (16 oz),Drinks,0,1,264.9,221.2,8.24,10.06,5.9,0.25,0.23,1.69,3.02,96.81,28.37,0.13,22.19,2.83
809258,Vanilla Crema Coffee - Iced (20 oz),Drinks,0,1,324.0,223.48,8.24,10.06,5.9,0.25,0.23,1.69,3.02,97.2,28.77,0.16,22.2,3.0
809259,Mexican Mocha Coffee - Hot,Drinks,0,1,432.34,156.06,16.48,2.56,1.58,0.08,0.07,0.42,6.62,53.22,31.65,0.2,19.57,2.16
809260,Strawberry Matcha Chiller (16 oz),Drinks,0,1,222.54,514.16,0.0,20.81,12.65,0.64,0.57,4.44,0.0,290.08,74.33,0.13,60.69,6.17
809261,Strawberry Matcha Chiller (20 oz),Drinks,0,1,293.42,675.35,0.0,26.61,16.3,0.86,0.76,5.92,0.0,388.07,99.65,0.17,81.92,8.23
809262,Pink Lemonade Frost (16 oz),Drinks,0,1,223.94,190.0,0.0,1.47,0.91,0.05,0.05,0.37,0.0,135.26,47.33,0.3,46.68,0.57
809263,Pink Lemonade Frost (20oz),Drinks,0,1,282.29,272.69,0.0,2.92,1.83,0.11,0.1,0.74,0.0,187.96,65.52,0.31,64.86,1.09
809264,Tacodilla - Slow Roasted Chicken (Creamy Chipotle),Test Items,0,0,150.25,378.78,232.56,26.34,12.18,0.37,6.89,5.93,106.03,960.27,7.82,2.57,1.1,27.61
809265,Tacodilla - Steak (Creamy Chipotle),Test Items,0,0,144.58,373.25,234.9,25.91,12.69,0.37,5.49,6.27,94.49,1091.27,7.05,1.05,2.5,27.98
811232,Sweet Chipotle BBQ Sauce 1.5 oz,Side Portions - Hidden,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811233,Mango Pico de Gallo 0.75 oz,Side Portions - Hidden,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811791,Chicken Enchilada Burrito - Slow Roasted Chicken,Test Items,0,0,195.61,389.8,116.36,13.49,6.0,0.13,3.29,3.75,41.67,1098.78,49.29,3.75,3.03,17.8
811792,Quesadilla - Slow Roasted Chicken,Test Items,0,0,178.6,527.1,239.22,26.96,13.68,0.36,6.33,5.5,74.77,1205.24,41.93,3.52,3.38,25.65
811793,Chalupa Supreme&reg; - Slow Roasted Chicken,Test Items,0,0,143.16,344.65,163.33,18.47,4.26,0.09,4.67,9.1,36.05,525.06,29.84,3.48,3.44,14.96
811794,Three Cheese Slow Roasted Chicken Flatbread Melt,Test Items,0,0,127.57,344.31,149.79,16.62,6.73,0.18,5.9,3.7,52.21,708.2,29.23,2.65,3.53,19.45
828298,Diablo Buffalo Crispy Chicken Burrito,New,0,0,250.89,575.19,172.28,26.79,7.28,0.09,4.74,8.78,55.13,1682.56,59.94,5.67,4.51,23.32
828299,Diablo Buffalo Crispy Chicken Soft Taco,New,0,0,121.9,250.45,82.7,10.95,3.14,0.05,2.21,4.33,26.29,711.17,26.86,2.84,2.06,11.16
828300,Diablo Buffalo Chicken Nacho Fries,New,0,0,221.13,451.73,201.97,26.26,4.15,0.04,5.65,13.32,35.19,1266.69,40.09,5.23,2.57,13.46
829438,Beefy Potato Loaded Griller,Test Items,0,0,201.28,490.29,224.41,25.04,6.48,0.24,8.58,8.99,28.94,1122.91,53.96,4.7,3.1,12.22
829439,Mini Taco Salad,Test Items,0,0,141.46,281.91,137.66,15.82,3.93,0.14,4.96,6.57,18.59,492.33,26.04,5.53,1.71,9.14
829440,Chips and Nacho Supreme Dip,Test Items,0,0,177.18,357.94,173.51,19.41,4.56,0.17,4.63,9.83,18.38,723.15,36.27,6.5,2.86,9.61
829443,Salted Caramel Churros (3 Pack),Test Items,0,0,47.63,231.2,140.55,15.62,5.08,0.0,2.38,8.14,8.95,99.57,20.18,1.1,11.92,2.48
829822,Strawberry Passionfruit Limonada,New,0,0,391.42,211.06,0.0,0.02,0.0,0.0,0.01,0.0,0.0,186.84,56.44,0.29,55.31,0.06
829826,Mango Peach Limonada,New,0,0,391.42,211.23,0.28,0.03,0.01,0.0,0.01,0.01,0.0,186.65,56.43,0.13,55.8,0.07
830305,Taj&iacute;n&reg; Taco - with Taj&iacute;n&reg; Packet,Test Items,0,0,69.46,126.5,84.2,9.31,3.86,0.23,2.06,2.99,26.46,334.17,4.2,2.0,0.43,6.59
830306,Chicken Grilled Cheese Burrito,Test Items,0,0,263.65,701.09,300.05,37.69,14.99,0.41,9.41,11.6,83.44,1454.18,62.48,5.04,4.26,27.99
830307,Burrito Supreme&reg; - Slow Roasted Chicken,Test Items,0,0,229.63,382.65,102.0,12.47,5.4,0.09,3.9,2.84,37.57,1111.73,49.48,6.68,3.96,18.38
834876,Cheesy Street Chalupas - Steak (Spicy Ranch),Test Items,0,0,68.04,136.61,89.86,10.0,2.3,0.02,4.47,2.8,29.47,361.49,3.05,0.44,1.74,8.7
834877,Cheesy Street Chalupas - Cantina Chicken (Spicy Ranch),Test Items,0,0,68.04,135.13,87.11,10.04,1.97,0.02,5.16,2.55,33.62,274.85,3.36,1.19,0.99,7.92
834902,Vanilla Creamer (0.5 oz),Test Items,0,0,14.17,43.45,8.24,0.92,0.58,0.04,0.04,0.21,3.02,4.0,8.53,0.0,6.94,0.27
851886,Fajita Rolled Quesadilla - Steak,Test Items,0,0,205.53,486.66,205.42,22.96,12.63,0.36,3.31,5.81,65.5,1375.44,44.37,3.28,5.19,26.06
851887,Fajita Rolled Quesadilla - Cantina Chicken,Test Items,0,0,208.37,489.42,204.25,23.18,12.37,0.36,4.01,5.64,71.27,1309.94,44.76,4.04,4.49,25.87
851888,Fajita Cheesy Street Chalupas - Steak,Test Items,0,0,94.97,99.54,43.37,4.91,1.22,0.01,0.86,2.7,20.99,434.98,6.02,1.12,2.84,8.36
851889,Fajita Cheesy Street Chalupas - Cantina Chicken,Test Items,0,0,97.81,102.3,42.2,5.12,0.96,0.01,1.56,2.53,26.76,369.48,6.41,1.88,2.14,8.18
852961,Hidden Valley Ranch Nacho Cheese Ranch Dip Cup,Side Portions - Hidden,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852962,Hidden Valley Ranch Pickled Jalapeno Ranch Sauce Dip Cup,Side Portions - Hidden,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852977,Cantina Chicken Double Tostada,Test Items,0,0,263.08,624.64,327.16,37.52,9.9,0.22,12.13,14.63,79.63,1139.9,43.67,8.94,3.88,28.26
853312,Cheesy Gordita Crunch Sliders - Chicken,Test Items,0,0,127.01,314.34,179.76,20.22,6.87,0.19,6.08,6.49,55.53,612.94,17.87,3.45,1.62,15.21
853313,Crispy Chicken Crunchwrap Slider - Sriracha Chile Crisp,Test Items,0,0,130.69,317.74,42.44,13.96,3.67,0.04,3.2,4.52,28.13,789.96,28.95,2.38,2.41,18.94
854330,Cracked Queso Bowl (Cotija Crunch Bowl),Test Items,0,0,305.61,446.92,194.51,22.37,3.84,0.04,8.39,9.69,60.65,1124.19,40.93,8.25,2.8,20.66
854337,Orange Vanilla Cream Soda Freeze&trade; (20 oz),New,0,0,21.26,64.15,8.24,0.92,0.58,0.04,0.04,0.21,3.02,7.94,13.29,0.0,9.86,0.27
854338,Orange Vanilla Cream Soda Freeze&trade; (16 oz),New,0,0,21.26,64.15,8.24,0.92,0.58,0.04,0.04,0.21,3.02,7.94,13.29,0.0,9.86,0.27
854339,Vanilla Cream Soda Freeze&trade; (16 oz),New,0,0,14.17,43.45,8.24,0.92,0.58,0.04,0.04,0.21,3.02,4.0,8.53,0.0,6.94,0.27
854340,Vanilla Cream Soda Freeze&trade; (20 oz),New,0,0,14.17,43.45,8.24,0.92,0.58,0.04,0.04,0.21,3.02,4.0,8.53,0.0,6.94,0.27
854343,Strawberry Vanilla Cream Soda Freeze&trade; (20 oz),Test Items,0,0,21.67,68.45,8.24,0.92,0.58,0.04,0.04,0.21,3.02,15.25,15.03,0.0,13.19,0.27
854344,Strawberry Vanilla Cream Soda Freeze&trade; (16 oz),Test Items,0,0,21.67,68.45,8.24,0.92,0.58,0.04,0.04,0.21,3.02,15.25,15.03,0.0,13.19,0.27
871757,Steak Double Dipping Burrito,Test Items,0,0,215.46,678.01,168.2,41.58,11.51,0.34,16.34,11.72,81.38,1559.28,43.9,3.23,5.95,28.7
