item_id,name,category,is_breakfast,is_drink,serving_weight_grams,calories,fat_calories,total_fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,total_carb,fibers,sugars,protein
871758,Chicken Double Dipping Burrito,Test Items,0,0,215.46,675.04,162.7,41.67,10.85,0.34,17.73,11.21,89.7,1386.01,44.51,4.73,4.43,27.16
872426,Double Dip Cup Side,Side Portions - Hidden,0,0,53.86,278.82,0.0,22.72,4.34,0.24,10.57,6.6,20.0,384.89,10.85,1.3,2.29,4.39
872427,Cantina Fajita Grilled Cheese Burrito - Carne Asada,Test Items,0,0,270.74,665.67,320.95,36.02,15.07,0.37,9.54,9.71,69.07,1615.44,54.92,4.53,5.98,27.34
872428,Cantina Fajita Grilled Cheese Burrito - Cantina Chicken,Test Items,0,0,273.57,668.43,319.78,36.24,14.82,0.37,10.25,9.54,74.84,1549.94,55.31,5.29,5.28,27.15
872429,Cantina Fajita Quesadilla - Carne Asada,Test Items,0,0,233.88,612.3,306.38,34.4,14.92,0.37,9.23,8.56,69.07,1501.47,46.06,3.96,5.89,26.5
872430,Cantina Fajita Quesadilla - Cantina Chicken,Test Items,0,0,236.72,615.06,305.21,34.62,14.67,0.37,9.94,8.39,74.84,1435.97,46.45,4.72,5.19,26.32
872431,Cantina Fajita Grilled Soft Taco - Carne Asada,Test Items,0,0,143.16,306.03,157.03,17.82,5.77,0.1,5.88,5.49,33.6,841.03,21.61,2.29,3.75,13.81
872432,Cantina Fajita Grilled Soft Taco - Cantina Chicken,Test Items,0,0,146.0,308.79,155.86,18.04,5.52,0.1,6.58,5.32,39.37,775.53,22.0,3.05,3.05,13.63
872433,Cantina Fajita Bowl - Carne Asada,Test Items,0,0,413.9,714.74,290.95,33.1,9.59,0.17,9.2,13.37,58.35,1909.84,73.97,9.55,7.44,29.25
872434,Cantina Fajita Bowl - Cantina Chicken,Test Items,0,0,419.57,720.26,288.61,33.54,9.08,0.17,10.61,13.03,69.89,1778.84,74.74,11.07,6.03,28.88
872518,Nacho Supreme Dip,Test Items,0,0,146.0,195.44,94.94,10.78,3.76,0.17,2.44,4.07,18.38,650.86,16.94,4.67,2.5,7.67
872519,Dragonfruit Refresca,Test Items,0,0,387.29,193.09,0.0,0.02,0.0,0.0,0.01,0.0,0.0,52.86,48.94,0.33,46.59,0.19
872520,Pink Lemonade Frost with Strawberries (16 oz),Test Items,0,0,223.94,190.0,0.0,1.47,0.91,0.05,0.05,0.37,0.0,135.26,47.33,0.3,46.68,0.57
872521,Pink Lemonade Frost with Strawberries (20 oz),Test Items,0,0,282.29,272.69,0.0,2.92,1.83,0.11,0.1,0.74,0.0,187.96,65.52,0.31,64.86,1.09
872851,Cheesy Gordita Crunch Sliders - Beef,Test Items,0,0,129.84,324.69,197.61,21.86,8.0,0.37,5.52,7.38,45.47,665.69,19.48,4.23,1.62,12.51
872852,Cheesy Gordita Crunch Sliders - Steak,Test Items,0,0,124.17,311.58,180.93,20.01,7.13,0.19,5.37,6.66,49.76,678.44,17.48,2.69,2.33,15.39
889508,Pink Lemonade Frost (16 oz) - No Strawberries,Test Items,0,0,222.52,185.19,0.0,1.45,0.91,0.05,0.05,0.37,0.0,134.99,46.07,0.01,46.06,0.51
889509,Pink Lemonade Frost (20 oz) - No Strawberries,Test Items,0,0,280.87,267.88,0.0,2.9,1.82,0.11,0.09,0.74,0.0,187.69,64.27,0.02,64.24,1.03
889510,Strawberry Dream Refresca,New,0,0,382.68,218.77,8.24,0.93,0.58,0.04,0.04,0.21,3.02,162.92,55.24,0.29,51.9,0.33
889511,Dragonfruit Strawberry Limonada,New,0,0,390.59,202.09,0.0,0.02,0.0,0.0,0.01,0.0,0.0,166.64,53.34,0.29,50.48,0.06
906579,Caramel Apple Empanada Chiller (16 oz),Test Items,0,0,191.36,479.02,0.02,19.41,11.82,0.53,0.47,3.7,5.0,295.47,69.8,0.18,65.09,6.15
906580,Caramel Apple Empanada Chiller (20 oz),Test Items,0,0,248.06,599.77,0.02,25.21,15.47,0.75,0.66,5.18,5.0,387.09,85.09,0.22,80.32,8.2
906583,Chili (Regional) (2 oz),Side Portions - Hidden,0,0,56.7,61.58,30.31,3.37,1.31,0.21,0.29,1.39,10.83,321.48,4.25,1.54,0.16,3.56
906616,Cantina Chicken Quesadilla - Rolled w/ Avocado Verde Salsa,Test Items,0,0,260.82,669.24,338.91,38.68,16.48,0.46,11.8,8.58,113.63,1528.06,46.34,4.76,4.39,33.93
906627,Berry Burst Energy Refresca,Test Items,0,0,411.9,123.13,0.05,0.01,0.0,0.01,0.0,0.0,0.43,219.94,30.83,0.05,28.73,0.14
906628,Electric Punch Energy Refresca,Test Items,0,0,411.9,123.89,0.05,0.01,0.0,0.01,0.0,0.0,0.43,211.96,31.2,0.04,28.89,0.09
906630,Bottled Diet Mountain Dew&reg;,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906631,Bottled Mountain Dew&reg; Zero,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906632,Bottled Cherry Pepsi&reg;,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906633,Bottled Pepsi&reg; Zero,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907968,Pineapple Dream Refresca,New,0,0,382.68,216.08,8.34,0.94,0.58,0.04,0.04,0.21,3.08,165.25,54.67,0.29,52.29,0.33
925314,Big Dawg Burrito,Test Items,0,0,296.25,780.1,301.22,41.57,15.67,0.41,9.1,15.04,77.67,1840.09,72.08,6.33,5.28,29.42
925315,California Crunchwrap,Test Items,0,0,317.51,680.33,250.46,28.38,6.94,0.07,8.76,11.98,25.57,1552.39,86.26,6.71,6.77,20.26
925316,Cantina Craze,Test Items,0,0,143.16,353.68,200.11,22.73,8.05,0.22,6.41,7.38,54.28,613.87,20.14,3.69,2.18,15.87
925319,Pink Lemonade Frost with Dragonfruit (16 oz),Test Items,0,0,222.52,185.19,0.0,1.45,0.91,0.05,0.05,0.37,0.0,134.99,46.07,0.01,46.06,0.51
925320,Pink Lemonade Frost with Dragonfruit (20 oz),Test Items,0,0,280.87,267.88,0.0,2.9,1.82,0.11,0.09,0.74,0.0,187.69,64.27,0.02,64.24,1.03
926745,Flamin' Hot Rice (3 oz),Side Portions - Hidden,0,0,85.05,137.86,30.99,5.07,0.55,0.02,1.06,2.25,0.32,189.33,20.58,0.71,0.78,2.2
926746,Crispy Chicken Strips - 4 piece,Test Items,0,0,183.7,468.61,184.68,21.88,2.39,0.0,5.31,14.15,74.51,1437.18,39.35,5.07,0.0,28.57
926747,Frank's Diablo Buffalo Sauce (1.5 oz),Side Portions - Hidden,0,0,42.52,110.56,0.0,10.21,1.7,0.0,0.0,0.0,6.38,552.81,3.4,0.43,1.7,0.43
926749,Flour Tortilla (6.5 in.) - 2 pack,Side Portions - Hidden,0,0,56.7,170.48,34.39,4.04,1.64,0.0,1.64,0.65,0.06,391.72,29.04,1.37,1.64,4.48
927002,Crispy Chicken Crunchwrap Slider - Creamy Chipotle Sauce,Test Items,0,0,130.69,319.28,71.66,14.37,3.7,0.05,5.11,5.2,29.46,787.87,28.48,2.4,2.09,19.02
927003,Sriracha Chile Crisp Sauce (0.5 oz),Side Portions - Hidden,0,0,14.18,70.88,0.0,7.09,1.18,0.0,0.0,0.0,4.73,75.6,1.42,0.0,0.95,0.0
927004,Sriracha Chile Crisp Sauce (2 oz),Side Portions - Hidden,0,0,56.7,283.5,0.0,28.35,4.73,0.0,0.0,0.0,18.9,302.4,5.67,0.0,3.78,0.0
927038,Baja Blast Pie Chiller (16 oz),Test Items,0,0,163.01,369.02,0.02,17.91,10.82,0.53,0.47,3.7,0.0,240.47,45.8,0.18,42.09,5.15
927039,Baja Blast Pie Chiller (20 oz),Test Items,0,0,219.71,489.77,0.02,23.71,14.47,0.75,0.66,5.18,0.0,332.09,61.09,0.22,57.32,7.2
943688,Chicken Queso Burrito,Test Items,0,0,229.63,388.66,113.06,12.8,6.43,0.04,2.67,3.41,47.32,1263.92,49.19,3.51,3.15,19.17
943689,Diablo Dusted Chicken Nuggets - 10 Piece,Test Items,0,0,308.44,868.11,205.3,54.56,7.35,0.07,22.42,23.65,125.39,2291.92,23.3,4.21,1.83,71.0
943690,Diablo Dusted Chicken Nuggets - 5 Piece,Test Items,0,0,178.6,549.6,204.71,38.89,5.55,0.07,17.83,14.39,73.9,1326.97,13.31,2.28,1.67,36.6
943861,Burrito Bliss,Test Items,0,0,202.7,505.59,169.97,23.81,4.75,0.03,10.25,8.14,8.83,949.02,62.62,6.92,3.57,10.2
943862,Cantina Chicken Fajita Grilled Cheese Burrito,Test Items,0,0,259.4,619.26,276.63,31.18,14.05,0.37,7.39,8.24,74.77,1478.48,54.52,4.84,5.04,27.02
943863,Cantina Carne Asada Fajita Grilled Cheese Burrito,Test Items,0,0,256.56,616.5,277.8,30.97,14.3,0.37,6.69,8.41,68.99,1543.98,54.14,4.08,5.74,27.2
943864,Cantina Chicken Fajita Grilled Soft Taco,Test Items,0,0,131.83,259.62,112.71,12.99,4.75,0.1,3.73,4.01,39.3,704.07,21.21,2.6,2.81,13.5
943865,Cantina Carne Asada Fajita Grilled Soft Taco,Test Items,0,0,128.99,256.86,113.89,12.77,5.0,0.1,3.03,4.18,33.53,769.58,20.82,1.84,3.51,13.68
943866,Cantina Chicken Fajita Quesadilla,Test Items,0,0,222.54,565.89,262.06,29.56,13.9,0.37,7.08,7.08,74.77,1364.51,45.66,4.27,4.95,26.18
943868,Cantina Chicken Fajita Bowl,Test Items,0,0,405.4,671.09,245.46,28.48,8.31,0.17,7.75,11.73,69.82,1707.39,73.95,10.62,5.79,28.75
943869,Cantina Carne Asada Fajita Bowl,Test Items,0,0,399.73,665.57,247.8,28.05,8.81,0.17,6.35,12.07,58.28,1838.39,73.18,9.1,7.19,29.12
943873,Cantina Carne Asada Fajita Quesadilla,Test Items,0,0,219.71,563.13,263.23,29.35,14.15,0.37,6.38,7.25,68.99,1430.01,45.28,3.51,5.65,26.37
944008,Mtn Dew&reg; Baja Blast Pie,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944009,Mtn Dew&reg; Baja Blast Pie Slice,Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944010,Sriracha Chile Crisp Sauce (1.5 oz),Side Portions - Hidden,0,0,42.52,212.62,0.0,21.26,3.54,0.0,0.0,0.0,14.18,226.8,4.25,0.0,2.83,0.0
