canonical_product_id,product_code,base_name,size_variant,category,subcategory,is_breakfast,is_drink,us_active
39448093d4409f73,550524,taco lover s spicy potato soft taco,,tacoloverspass,Taco lover's pass®,0,0,1
caede514ed1657dd,30208,taco lover s breakfast taco sausage,,tacoloverspass,Taco lover's pass®,0,0,1
c95b403e8e445dcb,30209,taco lover s breakfast taco bacon,,tacoloverspass,Taco lover's pass®,0,0,1
072544d77496d5c4,30210,taco lover s breakfast taco potato,,tacoloverspass,Taco lover's pass®,0,0,1
3d683904066366d6,23484,steak and bacon grilled cheese burrito,,new,New,0,0,1
3ba1284f9031a1b7,23485,steak and bacon grilled cheese burrito,,new,New,0,0,1
a7130e294472845c,28203,vegan nacho fries,,new,New,0,0,1
17894a38c870e5ec,28202,vegan nacho fries,,new,New,0,0,1
2110e5cc6a68142f,28174,deluxe cravings,,new,New,0,0,1
23db53e393f56f7f,23486,build your own meal for 4,,new,New,0,0,1
3f191163f572f9fb,23465,strawberry twists,,new,New,0,0,1
ec235994a7bc6caf,3568Main,wild strawberry creme delight freeze,,new,New,0,0,1
c1202341befbe27b,23155,build your own cravings,,online-exclusives,Online exclusives,0,0,1
4f82896f7eb106c0,23265,classic,,deals-and-combos,Combos,0,0,1
7d430228f4e6bb6b,22346,rolled chicken tacos 2,,specialties,Specialties,0,0,1
1f15a1ba9f503005,22347,rolled chicken tacos 4,,specialties,Specialties,0,0,1
79d7a3c2e9710f38,28158,chicken chipotle melt,,specialties,Specialties,0,0,1
3cb2976fa69ca8ab,23370,steak grilled cheese burrito,,burritos,Burritos,0,0,1
8c52b7043cb870ef,23371,chicken grilled cheese burrito,,burritos,Burritos,0,0,1
59420980c0ba5e2a,23232,chipotle ranch grilled chicken burrito,,burritos,Burritos,0,0,1
2e70d38cf892a264,23273,beefy melt burrito,,burritos,Burritos,0,0,1
2d7746d9dcb576c3,23264,fiesta veggie burrito,,burritos,Burritos,0,0,1
051581ddbb6361a7,27233,chips and vegan nacho sauce,,nachos,Nachos,0,0,1
52101dd8a375f5f8,2898,vegan nacho sauce,,sides-sweets,Sides & sweets,0,0,1
f7ed055bde8e9ead,1663Main,blue raspberry freeze,,drinks,Drinks,0,1,1
953a60b60deeaad4,1145Main,dole lemonade strawberry squeeze,,drinks,Drinks,0,1,1
d01036f8c1b86f87,1141Main,brisk dragon paradise sparkling iced tea,,drinks,Drinks,0,1,1
fe4d9cc90e6118e4,22488,power menu bowl,,power-menu,Bowls,0,0,1
