store_id,product_code,canonical_product_id,active,discovered_at
041378,22205,8b764edf11c8d07b,1,2025-10-19T12:01:20
041378,22130,895dd8604c8f8cf1,1,2025-10-19T12:01:20
041378,22706,ccd4f120a6471f17,1,2025-10-19T12:01:20
041378,22240,d2fe7385656c7b73,1,2025-10-19T12:01:20
041378,22142,473d926567870cba,1,2025-10-19T12:01:20
041378,22143,2be8b93985556cca,1,2025-10-19T12:01:20
041378,2065Main,ec22b927dbe1fce7,1,2025-10-19T12:01:20
041378,23551,c172479e9c06aba7,1,2025-10-19T12:01:20
041378,28183,d95deaea191d0d41,1,2025-10-19T12:01:20
041378,28095,b2e40e63cc64ed0b,1,2025-10-19T12:01:20
041378,22110,235d26d3405a473b,1,2025-10-19T12:01:20
041378,22100,c611b6551e17e7f6,1,2025-10-19T12:01:20
041378,22813,13d28848e281d917,1,2025-10-19T12:01:20
041378,22850,ac083a30eec7c29f,1,2025-10-19T12:01:20
041378,22283,3bde3fa8aa956905,1,2025-10-19T12:01:20
041378,22321,05eb223cc7fc3dee,1,2025-10-19T12:01:20
041378,22259,32e8c2cecbb43d07,1,2025-10-19T12:01:20
041378,22362,ee371cad3de90fa9,1,2025-10-19T12:01:20
041378,22167,56855ae500e12391,1,2025-10-19T12:01:20
041378,22502,82b546c98af8862e,1,2025-10-19T12:01:20
041378,22525,bf1787b41e980748,1,2025-10-19T12:01:20
041378,23472,344b47d17ba2a0a0,1,2025-10-19T12:01:20
041378,23470,30e232bc350c93d9,1,2025-10-19T12:01:20
041378,23471,5da20dea752c97a7,1,2025-10-19T12:01:20
041378,23477,58443dab85318e00,1,2025-10-19T12:01:20
041378,23473,5be021966983fd53,1,2025-10-19T12:01:20
041378,23478,a535a11beee560df,1,2025-10-19T12:01:20
041378,23479,62dbe360a232dc21,1,2025-10-19T12:01:20
041378,23480,863d7c475e671a00,1,2025-10-19T12:01:20
041378,23476,a359a75e4ca554fe,1,2025-10-19T12:01:20
041378,29071,8b7fc7c4bcb68ed8,1,2025-10-19T12:01:20
041378,29088,d9f6b2327d8166f9,1,2025-10-19T12:01:20
041378,29016,333174cb078841f7,1,2025-10-19T12:01:20
041378,29087,8b7b14032290cb47,1,2025-10-19T12:01:20
041378,29015,b4695c37f7d4112b,1,2025-10-19T12:01:20
041378,29089,b6deb5016decf7e7,1,2025-10-19T12:01:20
041378,29072,31698700c728d932,1,2025-10-19T12:01:20
041378,24966,9aa67802ea59a742,1,2025-10-19T12:01:20
041378,3782Main,45f35424d1fa3ea7,1,2025-10-19T12:01:20
041378,3717Main,7f7a81f10c3818b6,1,2025-10-19T12:01:20
041378,3719Main,7f71ed3fa79f653c,1,2025-10-19T12:01:20
041378,3718Main,c8bdcda2dcf5eb55,1,2025-10-19T12:01:20
041378,3660Main,e3cc16fbd00c375a,1,2025-10-19T12:01:20
041378,3669Main,c5df89886832bf19,1,2025-10-19T12:01:20
041378,23551,c172479e9c06aba7,1,2025-10-19T12:01:20
041378,23218,73f131802f007014,1,2025-10-19T12:01:20
041378,23220,12e3b2bd8af2e451,1,2025-10-19T12:01:20
041378,23219,56547fd70f7b3142,1,2025-10-19T12:01:20
041378,21210,0f36a38e536bb638,1,2025-10-19T12:01:20
041378,29072,31698700c728d932,1,2025-10-19T12:01:20
041378,23551,c172479e9c06aba7,1,2025-10-19T12:01:20
041378,23478,a535a11beee560df,1,2025-10-19T12:01:20
041378,23479,62dbe360a232dc21,1,2025-10-19T12:01:20
041378,23480,863d7c475e671a00,1,2025-10-19T12:01:20
041378,23378,b54896048bc8f9fa,1,2025-10-19T12:01:20
041378,22604,6b0f15399c3c2179,1,2025-10-19T12:01:20
041378,22607,e1308691788bde47,1,2025-10-19T12:01:20
041378,22605,585c7277417d584c,1,2025-10-19T12:01:20
041378,23760,22602af93f496c99,1,2025-10-19T12:01:20
041378,22609,c69cbea1c60a4fcc,1,2025-10-19T12:01:20
041378,22608,4c7aa0206a0be2d0,1,2025-10-19T12:01:20
041378,22603,5f7dd643b69a252f,1,2025-10-19T12:01:20
041378,22637,260d70fe06830f4e,1,2025-10-19T12:01:20
041378,22701,0611bd953eb052a8,1,2025-10-19T12:01:20
041378,23765,511f60915a32b2a3,1,2025-10-19T12:01:20
041378,23755,90413afc817fb147,1,2025-10-19T12:01:20
041378,22601,11604f53a547d525,1,2025-10-19T12:01:20
041378,27272,64e936bce2b70066,1,2025-10-19T12:01:20
041378,27276,c3301752eca788fa,1,2025-10-19T12:01:20
041378,23218,73f131802f007014,1,2025-10-19T12:01:20
041378,23220,12e3b2bd8af2e451,1,2025-10-19T12:01:20
